,record_id,verified,rule_results,rule_assignment
267,record_339,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
268,record_34,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
269,record_340,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
270,record_341,false,"{""rule_1"":[""c"",""d""],""rule_2"":[]}",{}
271,record_342,false,"{""rule_1"":[""g""],""rule_2"":[]}",{}
272,record_343,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""e""]}","{""rule_1"":""c"",""rule_2"":""b""}"
273,record_344,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""d"",""g""]}","{""rule_1"":""b"",""rule_2"":""d""}"
274,record_345,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
275,record_346,false,"{""rule_1"":[],""rule_2"":[""g""]}",{}
276,record_347,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
277,record_348,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
278,record_349,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
279,record_35,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
280,record_350,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
281,record_351,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
282,record_352,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""f""]}","{""rule_1"":""a"",""rule_2"":""b""}"
283,record_353,false,"{""rule_1"":[""c"",""g""],""rule_2"":[]}",{}
284,record_354,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
285,record_355,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
286,record_356,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
287,record_357,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
288,record_358,false,"{""rule_1"":[],""rule_2"":[]}",{}
289,record_359,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
290,record_36,false,"{""rule_1"":[""a""],""rule_2"":[""a""]}",{}
291,record_360,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
292,record_361,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
293,record_362,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""e""]}","{""rule_1"":""a"",""rule_2"":""b""}"
294,record_363,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
295,record_364,false,"{""rule_1"":[],""rule_2"":[]}",{}
296,record_365,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
297,record_366,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
298,record_367,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
299,record_368,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
300,record_369,true,"{""rule_1"":[""b""],""rule_2"":[""f""]}","{""rule_1"":""b"",""rule_2"":""f""}"
301,record_37,false,"{""rule_1"":[],""rule_2"":[""b"",""d""]}",{}
302,record_370,false,"{""rule_1"":[],""rule_2"":[""g""]}",{}
303,record_371,true,"{""rule_1"":[""g""],""rule_2"":[""b"",""d""]}","{""rule_1"":""g"",""rule_2"":""b""}"
304,record_372,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
305,record_373,true,"{""rule_1"":[""c""],""rule_2"":[""c"",""e""]}","{""rule_1"":""c"",""rule_2"":""e""}"
306,record_374,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
307,record_375,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""d""]}","{""rule_1"":""c"",""rule_2"":""b""}"
308,record_376,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
309,record_377,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
310,record_378,false,"{""rule_1"":[""c"",""d""],""rule_2"":[]}",{}
311,record_379,false,"{""rule_1"":[],""rule_2"":[]}",{}
312,record_38,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
313,record_380,true,"{""rule_1"":[""a"",""e""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
314,record_381,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
315,record_382,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
316,record_383,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
317,record_384,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
318,record_385,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
319,record_386,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
320,record_387,false,"{""rule_1"":[""a"",""b""],""rule_2"":[]}",{}
321,record_388,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
322,record_389,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
323,record_39,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
324,record_390,false,"{""rule_1"":[],""rule_2"":[""f""]}",{}
325,record_391,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
326,record_392,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
327,record_393,true,"{""rule_1"":[""c"",""e""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
328,record_394,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
329,record_395,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
330,record_396,true,"{""rule_1"":[""c""],""rule_2"":[""c"",""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
331,record_397,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
332,record_398,true,"{""rule_1"":[""a"",""b"",""e""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
333,record_399,true,"{""rule_1"":[""a"",""e""],""rule_2"":[""e""]}","{""rule_1"":""a"",""rule_2"":""e""}"
334,record_4,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
335,record_40,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
336,record_400,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
337,record_401,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""g""]}","{""rule_1"":""c"",""rule_2"":""b""}"
338,record_402,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""e""]}","{""rule_1"":""a"",""rule_2"":""e""}"
339,record_403,false,"{""rule_1"":[""c"",""d""],""rule_2"":[]}",{}
340,record_404,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
341,record_405,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
342,record_406,true,"{""rule_1"":[""c""],""rule_2"":[""a"",""c""]}","{""rule_1"":""c"",""rule_2"":""a""}"
343,record_407,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
344,record_408,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c"",""e""]}","{""rule_1"":""a"",""rule_2"":""b""}"
345,record_409,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
346,record_41,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
347,record_410,false,"{""rule_1"":[""a"",""b"",""f""],""rule_2"":[]}",{}
348,record_411,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
349,record_412,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
350,record_413,false,"{""rule_1"":[""a"",""d""],""rule_2"":[]}",{}
351,record_414,true,"{""rule_1"":[""a""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
352,record_415,true,"{""rule_1"":[""d""],""rule_2"":[""a"",""b"",""e""]}","{""rule_1"":""d"",""rule_2"":""a""}"
353,record_416,true,"{""rule_1"":[""a""],""rule_2"":[""f""]}","{""rule_1"":""a"",""rule_2"":""f""}"
354,record_417,false,"{""rule_1"":[""c"",""d""],""rule_2"":[]}",{}
355,record_418,false,"{""rule_1"":[],""rule_2"":[""f""]}",{}
356,record_419,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
357,record_42,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""e""]}","{""rule_1"":""a"",""rule_2"":""e""}"
358,record_420,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
359,record_421,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""c""}"
360,record_422,true,"{""rule_1"":[""a""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
361,record_423,true,"{""rule_1"":[""c""],""rule_2"":[""a"",""c""]}","{""rule_1"":""c"",""rule_2"":""a""}"
362,record_424,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
363,record_425,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""c"",""f""]}","{""rule_1"":""c"",""rule_2"":""f""}"
364,record_426,false,"{""rule_1"":[""a"",""b"",""c"",""e""],""rule_2"":[]}",{}
365,record_427,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
366,record_428,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
367,record_429,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
368,record_43,false,"{""rule_1"":[""e""],""rule_2"":[]}",{}
369,record_430,true,"{""rule_1"":[""c""],""rule_2"":[""c"",""f""]}","{""rule_1"":""c"",""rule_2"":""f""}"
370,record_431,false,"{""rule_1"":[""a"",""e""],""rule_2"":[]}",{}
371,record_432,true,"{""rule_1"":[""b""],""rule_2"":[""c""]}","{""rule_1"":""b"",""rule_2"":""c""}"
372,record_433,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
373,record_434,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
374,record_435,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""c""}"
375,record_436,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
376,record_437,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
377,record_438,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
378,record_439,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
379,record_44,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
380,record_440,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
381,record_441,true,"{""rule_1"":[""c""],""rule_2"":[""a"",""b""]}","{""rule_1"":""c"",""rule_2"":""a""}"
382,record_442,true,"{""rule_1"":[""a"",""b"",""d""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
383,record_443,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
384,record_444,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
385,record_445,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
386,record_446,true,"{""rule_1"":[""a"",""c"",""d""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
387,record_447,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""e""]}","{""rule_1"":""c"",""rule_2"":""b""}"
388,record_448,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
389,record_449,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""b"",""rule_2"":""c""}"
390,record_45,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
391,record_450,true,"{""rule_1"":[""b""],""rule_2"":[""b"",""c""]}","{""rule_1"":""b"",""rule_2"":""c""}"
392,record_451,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
393,record_452,false,"{""rule_1"":[],""rule_2"":[""g""]}",{}
394,record_453,false,"{""rule_1"":[],""rule_2"":[]}",{}
395,record_454,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
396,record_455,true,"{""rule_1"":[""c""],""rule_2"":[""a"",""b""]}","{""rule_1"":""c"",""rule_2"":""a""}"
397,record_456,true,"{""rule_1"":[""c""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
398,record_457,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
399,record_458,false,"{""rule_1"":[],""rule_2"":[]}",{}
400,record_459,false,"{""rule_1"":[],""rule_2"":[""g""]}",{}
401,record_46,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
402,record_460,true,"{""rule_1"":[""c"",""h""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
403,record_461,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
404,record_462,false,"{""rule_1"":[""c"",""g""],""rule_2"":[]}",{}
405,record_463,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
406,record_464,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""c""}"
407,record_465,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
408,record_466,true,"{""rule_1"":[""d"",""g""],""rule_2"":[""c"",""f""]}","{""rule_1"":""d"",""rule_2"":""c""}"
409,record_467,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
410,record_468,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
411,record_469,false,"{""rule_1"":[""d""],""rule_2"":[""d""]}",{}
412,record_47,false,"{""rule_1"":[""d""],""rule_2"":[]}",{}
413,record_470,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""c""]}","{""rule_1"":""d"",""rule_2"":""c""}"
414,record_471,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
415,record_472,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
416,record_473,false,"{""rule_1"":[""a"",""b""],""rule_2"":[]}",{}
417,record_474,true,"{""rule_1"":[""c""],""rule_2"":[""h""]}","{""rule_1"":""c"",""rule_2"":""h""}"
418,record_475,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""g""]}","{""rule_1"":""b"",""rule_2"":""g""}"
419,record_476,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
420,record_477,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
421,record_478,true,"{""rule_1"":[""a""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
422,record_479,true,"{""rule_1"":[""g""],""rule_2"":[""c""]}","{""rule_1"":""g"",""rule_2"":""c""}"
423,record_48,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
424,record_480,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
425,record_481,false,"{""rule_1"":[],""rule_2"":[]}",{}
426,record_482,true,"{""rule_1"":[""a"",""c"",""d""],""rule_2"":[""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""c""}"
427,record_483,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
428,record_484,false,"{""rule_1"":[],""rule_2"":[]}",{}
429,record_485,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
430,record_486,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
431,record_487,false,"{""rule_1"":[],""rule_2"":[""e""]}",{}
432,record_488,true,"{""rule_1"":[""a"",""b"",""f""],""rule_2"":[""a"",""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
433,record_489,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
434,record_49,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
435,record_490,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
436,record_491,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
437,record_492,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
438,record_493,false,"{""rule_1"":[],""rule_2"":[""b"",""c"",""d"",""h""]}",{}
439,record_494,false,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[]}",{}
440,record_495,true,"{""rule_1"":[""a"",""c"",""d""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
441,record_496,false,"{""rule_1"":[""b"",""c"",""d""],""rule_2"":[]}",{}
442,record_497,true,"{""rule_1"":[""b""],""rule_2"":[""c"",""g""]}","{""rule_1"":""b"",""rule_2"":""c""}"
443,record_498,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
444,record_499,false,"{""rule_1"":[],""rule_2"":[]}",{}
445,record_5,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
446,record_50,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
447,record_500,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
448,record_501,true,"{""rule_1"":[""c""],""rule_2"":[""g"",""h""]}","{""rule_1"":""c"",""rule_2"":""g""}"
449,record_502,true,"{""rule_1"":[""d""],""rule_2"":[""g""]}","{""rule_1"":""d"",""rule_2"":""g""}"
450,record_503,false,"{""rule_1"":[],""rule_2"":[""c"",""d""]}",{}
451,record_504,false,"{""rule_1"":[],""rule_2"":[""g""]}",{}
452,record_505,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
453,record_506,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
454,record_507,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
455,record_508,false,"{""rule_1"":[],""rule_2"":[""c"",""d""]}",{}
456,record_509,false,"{""rule_1"":[],""rule_2"":[""a""]}",{}
457,record_51,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
458,record_510,true,"{""rule_1"":[""b""],""rule_2"":[""f""]}","{""rule_1"":""b"",""rule_2"":""f""}"
459,record_511,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
460,record_512,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
461,record_513,false,"{""rule_1"":[],""rule_2"":[]}",{}
462,record_514,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""c"",""d"",""f""]}","{""rule_1"":""a"",""rule_2"":""c""}"
463,record_515,true,"{""rule_1"":[""c""],""rule_2"":[""a"",""b"",""d""]}","{""rule_1"":""c"",""rule_2"":""a""}"
464,record_516,false,"{""rule_1"":[],""rule_2"":[""e""]}",{}
465,record_517,false,"{""rule_1"":[""d""],""rule_2"":[]}",{}
466,record_518,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
467,record_519,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""c""}"
468,record_52,false,"{""rule_1"":[""d""],""rule_2"":[]}",{}
469,record_520,true,"{""rule_1"":[""e""],""rule_2"":[""b"",""c""]}","{""rule_1"":""e"",""rule_2"":""b""}"
470,record_521,true,"{""rule_1"":[""e""],""rule_2"":[""c"",""e""]}","{""rule_1"":""e"",""rule_2"":""c""}"
471,record_522,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
472,record_523,false,"{""rule_1"":[],""rule_2"":[""b"",""g""]}",{}
473,record_524,true,"{""rule_1"":[""b""],""rule_2"":[""b"",""d""]}","{""rule_1"":""b"",""rule_2"":""d""}"
474,record_525,false,"{""rule_1"":[],""rule_2"":[]}",{}
475,record_526,true,"{""rule_1"":[""b""],""rule_2"":[""g""]}","{""rule_1"":""b"",""rule_2"":""g""}"
476,record_527,false,"{""rule_1"":[""b""],""rule_2"":[""b""]}",{}
477,record_528,true,"{""rule_1"":[""a""],""rule_2"":[""b"",""g""]}","{""rule_1"":""a"",""rule_2"":""b""}"
478,record_529,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
479,record_53,false,"{""rule_1"":[],""rule_2"":[]}",{}
480,record_530,true,"{""rule_1"":[""c"",""d"",""e""],""rule_2"":[""b"",""e""]}","{""rule_1"":""c"",""rule_2"":""b""}"
481,record_531,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
482,record_532,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
483,record_533,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""d"",""e""]}","{""rule_1"":""a"",""rule_2"":""b""}"
484,record_534,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""b"",""c"",""d"",""f""]}","{""rule_1"":""a"",""rule_2"":""b""}"
485,record_535,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
486,record_536,false,"{""rule_1"":[],""rule_2"":[]}",{}
487,record_537,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""g""]}","{""rule_1"":""c"",""rule_2"":""b""}"
488,record_538,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
489,record_539,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""a"",""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
490,record_54,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""b"",""d""]}","{""rule_1"":""c"",""rule_2"":""b""}"
491,record_540,false,"{""rule_1"":[],""rule_2"":[]}",{}
492,record_541,false,"{""rule_1"":[],""rule_2"":[]}",{}
493,record_542,false,"{""rule_1"":[""b"",""c""],""rule_2"":[]}",{}
494,record_543,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
495,record_544,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
496,record_545,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
497,record_546,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
498,record_547,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
499,record_548,false,"{""rule_1"":[""g""],""rule_2"":[""g""]}",{}
500,record_549,true,"{""rule_1"":[""a""],""rule_2"":[""a"",""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
501,record_55,false,"{""rule_1"":[""a"",""c"",""e""],""rule_2"":[]}",{}
502,record_550,false,"{""rule_1"":[""a"",""b"",""c"",""d"",""e"",""f""],""rule_2"":[]}",{}
503,record_551,true,"{""rule_1"":[""c""],""rule_2"":[""a"",""b""]}","{""rule_1"":""c"",""rule_2"":""a""}"
504,record_552,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
505,record_553,false,"{""rule_1"":[""a"",""e""],""rule_2"":[]}",{}
506,record_554,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""e""]}","{""rule_1"":""b"",""rule_2"":""e""}"
507,record_555,false,"{""rule_1"":[""d""],""rule_2"":[""d""]}",{}
508,record_556,false,"{""rule_1"":[""a"",""b""],""rule_2"":[]}",{}
509,record_557,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
510,record_558,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
511,record_559,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
512,record_56,true,"{""rule_1"":[""c"",""f""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
513,record_560,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c"",""g""]}","{""rule_1"":""c"",""rule_2"":""b""}"
514,record_561,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
515,record_562,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
516,record_563,true,"{""rule_1"":[""c""],""rule_2"":[""a"",""c""]}","{""rule_1"":""c"",""rule_2"":""a""}"
517,record_564,false,"{""rule_1"":[""a"",""d""],""rule_2"":[]}",{}
518,record_565,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
519,record_566,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
520,record_567,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
521,record_568,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
522,record_569,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
523,record_57,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
524,record_570,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
525,record_571,true,"{""rule_1"":[""b"",""c"",""d""],""rule_2"":[""b"",""c""]}","{""rule_1"":""b"",""rule_2"":""c""}"
526,record_572,false,"{""rule_1"":[""d"",""g""],""rule_2"":[]}",{}
527,record_573,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
528,record_574,false,"{""rule_1"":[],""rule_2"":[""g""]}",{}
529,record_575,true,"{""rule_1"":[""a"",""e""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
530,record_576,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
531,record_577,true,"{""rule_1"":[""c""],""rule_2"":[""a"",""c""]}","{""rule_1"":""c"",""rule_2"":""a""}"
532,record_578,true,"{""rule_1"":[""a""],""rule_2"":[""a"",""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
533,record_579,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
534,record_58,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
535,record_580,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
536,record_581,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
537,record_582,false,"{""rule_1"":[""b"",""c"",""d""],""rule_2"":[]}",{}
