recordid,datasource,firstinitial,firstname,middlename,lastname,dayofbirth,monthofbirth,yearofbirth,streetname,streetnumber,streettype,city,region,postalcode,unitnumber,address1,taxid,socialinsurancenumber,voterid,gender,trumatch_confidence
record_372,a,match,missing,match,match,match,match,nomatch,match,missing,missing,match,match,match,match,match,nomatch,nomatch,nomatch,match,0.6901727912395526
record_372,b,match,match,match,match,match,match,match,match,nomatch,missing,match,match,match,match,nomatch,match,missing,,match,0.8434534989464826
record_372,c,match,match,match,match,match,match,match,match,missing,match,nomatch,match,match,nomatch,match,match,,match,match,0.6968905864947269
record_372,d,match,match,missing,nomatch,match,match,match,match,match,nomatch,match,match,match,match,match,match,match,match,match,0.7350570791122485
record_372,e,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,match,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,,nomatch,nomatch,0.5316320042321903
record_372,f,match,match,nomatch,match,match,match,match,match,missing,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,,match,nomatch,0.5353133865710832
record_372,g,matcha,nomatch,,matcha,,,nomatch,nomatch,match,matcha,matcha,,matcha,,matcha,matcha,match,nomatch,matcha,0.7044134530271738
record_372,h,nomatch,missing,nomatch,nomatch,match,missing,match,match,nomatch,nomatch,missing,match,nomatch,nomatch,missing,match,match,missing,missing,0.7664052734781013
record_373,a,match,match,match,match,missing,match,match,match,match,match,match,match,match,nomatch,match,nomatch,nomatch,missing,match,0.5335264204624295
record_373,b,missing,match,match,missing,match,match,,missing,,match,match,match,match,match,match,match,match,match,match,0.665023808945794
record_373,c,match,match,match,match,match,match,match,nomatch,match,nomatch,missing,nomatch,match,missing,match,match,match,match,match,0.5873581788063287
record_373,d,match,match,match,match,match,nomatch,match,match,nomatch,match,match,match,match,match,match,nomatch,match,match,match,0.5989722923585713
record_373,e,match,match,match,match,match,nomatch,match,nomatch,nomatch,match,missing,match,match,match,nomatch,match,match,nomatch,match,0.5928703791675058
record_373,f,nomatch,nomatch,match,nomatch,match,match,nomatch,match,nomatch,nomatch,missing,nomatch,match,missing,match,match,match,nomatch,nomatch,0.4768033683144063
record_373,g,,matcha,matcha,,matcha,matcha,,,,,matcha,,nomatch,nomatch,,match,nomatch,matcha,matcha,0.6162433840276089
record_373,h,nomatch,missing,match,missing,nomatch,nomatch,missing,match,nomatch,missing,nomatch,nomatch,nomatch,nomatch,match,missing,nomatch,missing,nomatch,0.5964001750063294
record_374,a,match,match,match,match,match,match,match,missing,match,match,match,match,match,match,match,,missing,missing,match,0.5702349380840297
record_374,b,nomatch,nomatch,match,match,missing,match,match,match,nomatch,match,missing,match,missing,match,nomatch,match,match,match,match,0.6009421936919805
record_374,c,match,nomatch,match,match,match,match,match,nomatch,missing,match,match,match,match,match,match,match,match,match,nomatch,0.5773931426129552
record_374,d,nomatch,match,match,match,match,nomatch,nomatch,match,nomatch,nomatch,match,match,match,match,match,nomatch,match,match,match,0.6750884576014233
record_374,e,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,match,nomatch,match,match,match,match,nomatch,match,0.5653881624498126
record_374,f,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,match,missing,match,nomatch,nomatch,match,nomatch,match,match,match,nomatch,nomatch,0.5179381038371939
record_374,g,,nomatch,matcha,nomatch,matcha,,,match,,,,nomatch,nomatch,nomatch,,matcha,match,match,matcha,0.49114187674180765
record_374,h,missing,nomatch,nomatch,missing,nomatch,missing,nomatch,missing,nomatch,missing,missing,nomatch,missing,match,match,match,nomatch,missing,match,0.46031376328375606
record_375,a,match,match,nomatch,match,nomatch,match,match,match,match,match,match,,match,match,match,,nomatch,nomatch,nomatch,0.7554342839480901
record_375,b,match,match,match,match,match,match,match,nomatch,nomatch,nomatch,match,missing,match,match,nomatch,match,match,match,nomatch,0.5651177054361283
record_375,c,missing,match,match,missing,match,match,match,match,match,missing,match,nomatch,nomatch,match,match,match,match,,nomatch,0.6013492891425877
record_375,d,match,match,nomatch,match,match,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,match,match,match,nomatch,match,0.5600390615124666
record_375,e,missing,nomatch,nomatch,missing,match,nomatch,nomatch,nomatch,nomatch,missing,match,nomatch,nomatch,match,nomatch,nomatch,match,,match,0.6193038633050992
record_375,f,missing,nomatch,nomatch,missing,nomatch,match,match,nomatch,nomatch,missing,match,match,match,nomatch,nomatch,match,match,missing,match,0.5002841627021349
record_375,g,nomatch,nomatch,nomatch,,match,matcha,,,matcha,,,match,matcha,,,match,match,nomatch,match,0.7118208787401157
record_375,h,match,nomatch,nomatch,match,nomatch,nomatch,missing,missing,missing,nomatch,nomatch,match,missing,nomatch,match,,nomatch,missing,match,0.554883522441106
record_376,a,match,match,match,match,nomatch,missing,match,match,match,missing,match,match,match,nomatch,match,nomatch,nomatch,missing,,0.5995660797597981
record_376,b,match,match,match,nomatch,match,missing,missing,match,nomatch,match,match,missing,match,missing,match,match,match,match,,0.4516325776646556
record_376,c,match,match,match,missing,match,match,match,match,match,nomatch,match,match,nomatch,match,nomatch,match,match,match,match,0.5862960843055117
record_376,d,match,nomatch,match,match,match,match,nomatch,match,match,match,match,match,match,,match,nomatch,missing,match,match,0.5081654975147792
record_376,e,match,nomatch,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,match,match,nomatch,match,match,match,nomatch,match,nomatch,nomatch,0.7762640361915123
record_376,f,match,nomatch,nomatch,missing,nomatch,match,match,nomatch,match,nomatch,match,match,nomatch,nomatch,match,match,nomatch,match,match,0.601463602701235
record_376,g,,matcha,nomatch,nomatch,match,nomatch,matcha,,nomatch,nomatch,,,matcha,nomatch,nomatch,nomatch,match,match,match,0.6436180384231789
record_376,h,nomatch,nomatch,missing,nomatch,match,missing,missing,nomatch,nomatch,missing,missing,nomatch,nomatch,match,nomatch,match,nomatch,nomatch,,0.6158998394753329
record_377,a,match,nomatch,,,match,match,match,nomatch,match,nomatch,match,match,nomatch,match,match,match,nomatch,,match,0.4873680990947701
record_377,b,match,match,match,match,match,match,match,match,missing,missing,match,match,match,match,match,match,missing,missing,missing,0.5500999443024595
record_377,c,match,match,match,match,match,match,,match,match,match,match,match,match,match,match,match,match,match,missing,0.6859142950976688
record_377,d,match,nomatch,nomatch,nomatch,match,nomatch,match,match,match,,nomatch,nomatch,match,nomatch,nomatch,match,match,nomatch,match,0.6487912100870064
record_377,e,nomatch,match,match,nomatch,match,match,match,match,nomatch,match,match,match,nomatch,match,nomatch,match,nomatch,nomatch,missing,0.5495226170455018
record_377,f,nomatch,nomatch,match,match,nomatch,nomatch,missing,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,nomatch,missing,0.5598409169484507
record_377,g,nomatch,match,match,nomatch,nomatch,nomatch,matcha,nomatch,,nomatch,,matcha,nomatch,,,,matcha,matcha,,0.4970777601176178
record_377,h,nomatch,missing,match,missing,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,missing,match,missing,nomatch,match,match,missing,0.5533658605690728
record_378,a,match,match,match,,nomatch,match,match,match,match,match,nomatch,match,match,match,nomatch,nomatch,nomatch,nomatch,match,0.58176571683236
record_378,b,match,match,missing,missing,missing,match,match,match,nomatch,match,match,match,match,match,match,match,match,missing,match,0.5369586822426108
record_378,c,missing,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,0.5342250889328605
record_378,d,match,match,nomatch,match,match,match,match,nomatch,match,match,nomatch,match,match,match,match,nomatch,match,match,nomatch,0.604923154549056
record_378,e,match,match,nomatch,nomatch,match,match,match,nomatch,match,nomatch,nomatch,match,match,nomatch,match,match,nomatch,nomatch,nomatch,0.5558765347478078
record_378,f,missing,match,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,0.6642265415269644
record_378,g,,,nomatch,match,nomatch,matcha,,nomatch,matcha,,match,matcha,,,match,matcha,nomatch,match,nomatch,0.7122793639814955
record_378,h,nomatch,match,missing,missing,nomatch,match,match,missing,match,missing,match,missing,missing,missing,missing,nomatch,missing,match,nomatch,0.5288713851082276
record_379,a,match,,match,match,nomatch,nomatch,nomatch,match,nomatch,match,match,match,match,match,match,nomatch,nomatch,nomatch,match,0.5954313571820585
record_379,b,missing,match,match,missing,match,missing,match,match,nomatch,match,match,missing,missing,match,missing,match,match,match,match,0.6024036700459215
record_379,c,match,match,missing,nomatch,match,match,match,missing,match,match,match,match,match,match,match,match,match,match,match,0.6243995381195739
record_379,d,missing,nomatch,nomatch,nomatch,match,match,match,missing,match,match,match,match,nomatch,match,match,nomatch,match,match,match,0.6246695635362635
record_379,e,nomatch,nomatch,missing,match,match,match,nomatch,missing,nomatch,match,nomatch,match,nomatch,match,nomatch,match,match,match,nomatch,0.6033623231994909
record_379,f,match,match,missing,match,match,match,nomatch,missing,match,match,nomatch,match,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,0.5455984078396644
record_379,g,nomatch,match,matcha,,match,match,nomatch,,matcha,,,nomatch,matcha,,,nomatch,nomatch,match,,0.5709045590763094
record_379,h,missing,match,nomatch,nomatch,nomatch,missing,nomatch,nomatch,match,match,match,match,nomatch,nomatch,match,nomatch,match,match,match,0.664357480957527
record_38,a,match,nomatch,match,match,match,match,match,match,match,match,missing,match,match,match,match,,nomatch,nomatch,match,0.58164521643202
record_38,b,match,match,missing,match,match,match,match,match,,missing,match,match,missing,match,nomatch,match,match,match,match,0.524661398153504
record_38,c,match,missing,match,match,match,match,match,match,nomatch,match,missing,match,match,match,match,match,match,match,nomatch,0.7077004964536053
record_38,d,match,nomatch,nomatch,nomatch,nomatch,match,match,match,nomatch,match,missing,nomatch,match,match,nomatch,nomatch,nomatch,match,nomatch,0.4938639696611469
record_38,e,nomatch,match,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,match,match,match,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,0.3286500683802616
record_38,f,match,missing,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,missing,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,0.5342420785951087
record_38,g,,matcha,,,matcha,matcha,,,nomatch,matcha,match,nomatch,,,,matcha,matcha,matcha,,0.6347721649500175
record_38,h,nomatch,match,nomatch,match,nomatch,nomatch,missing,nomatch,nomatch,nomatch,missing,missing,missing,match,nomatch,missing,match,nomatch,match,0.5760029978371755
record_380,a,match,match,match,match,match,match,match,missing,match,match,match,nomatch,nomatch,nomatch,match,nomatch,missing,nomatch,nomatch,0.7475888502072776
record_380,b,missing,missing,match,match,match,missing,match,match,nomatch,match,match,match,match,match,match,match,match,match,missing,0.7390796565612623
record_380,c,match,match,missing,match,match,match,match,nomatch,match,match,match,missing,match,match,nomatch,match,match,match,match,0.5797293243051591
record_380,d,match,match,nomatch,missing,match,match,match,nomatch,match,match,nomatch,nomatch,match,match,nomatch,match,match,,match,0.5770606235858607
record_380,e,nomatch,match,match,match,match,match,match,nomatch,match,nomatch,match,missing,match,match,match,nomatch,nomatch,nomatch,nomatch,0.7111483221305503
record_380,f,nomatch,nomatch,missing,match,match,match,nomatch,match,nomatch,nomatch,nomatch,missing,match,match,match,match,match,match,nomatch,0.7022682469285282
record_380,g,,,,nomatch,nomatch,,nomatch,nomatch,,,matcha,match,match,match,matcha,matcha,match,nomatch,matcha,0.6512837530608816
record_380,h,missing,nomatch,nomatch,missing,nomatch,match,nomatch,missing,nomatch,missing,nomatch,nomatch,match,missing,nomatch,match,missing,match,match,0.581690343156776
record_381,a,match,match,match,match,match,match,match,match,match,match,match,match,match,match,missing,missing,match,nomatch,nomatch,0.6459553125256583
record_381,b,match,match,match,match,missing,nomatch,match,match,,match,missing,missing,match,match,match,match,match,match,match,0.6211842483520643
record_381,c,match,match,match,match,match,match,missing,match,missing,match,match,nomatch,match,match,nomatch,nomatch,match,match,missing,0.4505095511141921
record_381,d,match,match,match,missing,nomatch,match,match,match,nomatch,nomatch,match,match,match,match,match,nomatch,match,match,nomatch,0.5752751394517712
record_381,e,match,nomatch,nomatch,match,match,match,missing,nomatch,missing,nomatch,match,match,match,match,match,match,nomatch,nomatch,match,0.6712164013944503
record_381,f,match,nomatch,nomatch,match,nomatch,nomatch,missing,match,missing,nomatch,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,missing,0.5653910119382056
record_381,g,nomatch,nomatch,,,,,matcha,,matcha,,matcha,matcha,,,match,match,nomatch,match,match,0.5214163813752112
record_381,h,nomatch,missing,nomatch,match,nomatch,match,missing,missing,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,match,0.5491161603931625
record_382,a,match,match,nomatch,match,match,match,match,match,match,match,missing,match,match,match,missing,nomatch,nomatch,missing,match,0.7069682575030954
record_382,b,match,match,match,nomatch,match,missing,match,match,nomatch,match,missing,match,match,missing,nomatch,match,missing,match,,0.5200825970223932
record_382,c,match,missing,match,match,,nomatch,match,match,nomatch,match,match,match,match,match,missing,,match,match,missing,0.6591449379701739
record_382,d,match,match,match,nomatch,match,match,match,match,match,missing,match,match,match,nomatch,nomatch,missing,match,match,match,0.764553470416505
record_382,e,nomatch,match,nomatch,nomatch,match,nomatch,match,nomatch,match,nomatch,nomatch,match,match,nomatch,match,,match,nomatch,match,0.43128111307008965
record_382,f,nomatch,missing,nomatch,nomatch,,nomatch,match,match,nomatch,nomatch,match,match,match,nomatch,missing,,nomatch,nomatch,missing,0.5135403023400215
record_382,g,,,nomatch,nomatch,,matcha,matcha,,,,matcha,nomatch,matcha,,match,match,match,match,nomatch,0.5566072033835394
record_382,h,nomatch,missing,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,missing,missing,nomatch,nomatch,missing,nomatch,missing,missing,nomatch,0.5946052243161899
record_383,a,match,match,match,match,match,match,match,match,match,missing,match,,match,match,match,nomatch,nomatch,nomatch,match,0.5663664844981251
record_383,b,match,,match,match,match,match,match,missing,nomatch,match,match,missing,match,match,match,match,missing,match,nomatch,0.5804892857865231
record_383,c,match,nomatch,nomatch,match,match,match,nomatch,match,match,nomatch,match,match,match,nomatch,match,match,match,match,match,0.5405056410189049
record_383,d,nomatch,match,match,match,match,match,,match,match,match,match,missing,match,match,match,nomatch,match,match,match,0.6769935341001756
record_383,e,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,match,match,match,nomatch,match,nomatch,nomatch,nomatch,0.6901035180997293
record_383,f,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,match,match,match,match,match,nomatch,nomatch,nomatch,0.44564200260351217
record_383,g,matcha,,matcha,,,matcha,,,,match,,nomatch,nomatch,,,matcha,matcha,matcha,matcha,0.6390149924122437
record_383,h,nomatch,nomatch,missing,nomatch,match,nomatch,missing,missing,nomatch,nomatch,nomatch,,match,nomatch,nomatch,nomatch,match,missing,nomatch,0.4575657982048502
record_384,a,match,missing,match,match,match,match,match,match,match,nomatch,match,match,match,match,match,nomatch,,nomatch,match,0.6503374223519427
record_384,b,match,match,missing,nomatch,match,missing,match,match,nomatch,,match,match,match,missing,missing,match,match,match,match,0.47277164164723606
record_384,c,match,match,match,nomatch,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,0.6820865906330539
record_384,d,match,nomatch,match,match,nomatch,nomatch,match,match,match,match,match,nomatch,match,nomatch,nomatch,missing,match,match,match,0.5580244513695628
record_384,e,nomatch,nomatch,match,match,nomatch,nomatch,match,match,nomatch,nomatch,match,match,match,match,nomatch,nomatch,nomatch,match,nomatch,0.6694657905376844
record_384,f,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,0.6666388674226942
record_384,g,,match,,,nomatch,nomatch,matcha,,,match,matcha,,nomatch,,,matcha,match,matcha,nomatch,0.5243324131206417
record_384,h,match,missing,nomatch,match,nomatch,missing,missing,match,nomatch,missing,match,nomatch,missing,nomatch,match,missing,match,match,nomatch,0.6264431935513294
record_385,a,match,match,match,,match,match,match,match,match,match,match,match,nomatch,match,match,nomatch,nomatch,nomatch,match,0.6790712177872922
record_385,b,match,match,match,match,missing,match,missing,match,nomatch,match,match,match,missing,match,match,match,match,match,match,0.4633647072944799
record_385,c,match,nomatch,match,missing,match,match,match,match,match,match,match,nomatch,match,match,nomatch,match,match,match,nomatch,0.513427759821738
record_385,d,nomatch,match,missing,match,nomatch,nomatch,match,match,match,match,nomatch,match,match,match,match,match,match,match,nomatch,0.5662305741132989
record_385,e,nomatch,match,nomatch,missing,match,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,match,match,nomatch,match,nomatch,0.6350988294071531
record_385,f,match,match,match,missing,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,match,0.5236236161269557
record_385,g,,,,match,,,nomatch,nomatch,nomatch,,,nomatch,match,matcha,,match,match,nomatch,,0.3676063403955355
record_385,h,missing,match,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,missing,match,nomatch,match,missing,nomatch,missing,match,0.5215781187154919
record_386,a,match,match,match,,match,match,match,match,match,match,match,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,0.6189935484629873
record_386,b,match,match,missing,match,missing,match,missing,,nomatch,match,missing,missing,match,match,match,missing,match,missing,match,0.6381721544378696
record_386,c,nomatch,nomatch,nomatch,match,match,match,match,match,nomatch,match,match,nomatch,missing,match,match,match,match,match,match,0.5913410299322888
record_386,d,match,match,match,match,match,match,match,match,match,match,match,match,nomatch,match,match,match,match,match,match,0.565524181276129
record_386,e,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,match,missing,match,match,match,match,nomatch,nomatch,0.562994043734053
record_386,f,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,match,match,nomatch,nomatch,missing,nomatch,nomatch,nomatch,nomatch,match,nomatch,0.5765424605181585
record_386,g,,,,match,nomatch,matcha,,nomatch,,,matcha,nomatch,match,matcha,,match,match,matcha,,0.5795860145239922
record_386,h,missing,nomatch,missing,match,missing,nomatch,nomatch,missing,nomatch,nomatch,nomatch,missing,match,nomatch,nomatch,nomatch,match,match,nomatch,0.4369227732823388
record_387,a,match,match,match,match,match,match,match,match,match,nomatch,match,match,,match,match,,nomatch,nomatch,match,0.597265816098953
record_387,b,missing,match,match,match,match,match,match,match,missing,match,match,missing,match,missing,match,match,,match,match,0.46010510319976206
record_387,c,match,nomatch,match,match,match,,match,missing,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,,match,match,match,0.6462545582559176
record_387,d,match,match,match,nomatch,match,match,match,match,match,nomatch,match,match,nomatch,match,match,match,match,nomatch,match,0.664785404306252
record_387,e,match,nomatch,match,nomatch,match,match,match,missing,match,match,match,nomatch,nomatch,nomatch,match,match,match,nomatch,match,0.6687132675073125
record_387,f,match,match,nomatch,match,nomatch,,match,missing,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,,match,nomatch,nomatch,0.5867564005329787
record_387,g,,,,nomatch,matcha,,,,,matcha,,nomatch,match,matcha,,match,match,nomatch,nomatch,0.6563659935630194
record_387,h,nomatch,nomatch,missing,missing,nomatch,match,match,nomatch,nomatch,missing,nomatch,nomatch,match,nomatch,nomatch,missing,nomatch,match,nomatch,0.3816922588307742
record_388,a,match,match,nomatch,match,match,match,nomatch,missing,match,match,match,nomatch,match,match,match,missing,nomatch,match,,0.7062631250120949
record_388,b,nomatch,missing,match,match,missing,missing,missing,match,nomatch,match,match,missing,missing,match,match,match,match,match,match,0.691302006142427
record_388,c,nomatch,match,nomatch,match,match,match,match,match,match,match,match,match,nomatch,nomatch,missing,match,match,missing,match,0.5741709478261192
record_388,d,nomatch,match,nomatch,nomatch,missing,match,match,match,missing,nomatch,match,match,match,match,,match,match,match,nomatch,0.5699827538496064
record_388,e,nomatch,nomatch,match,nomatch,nomatch,match,match,nomatch,nomatch,match,nomatch,match,nomatch,match,missing,match,match,missing,nomatch,0.5310231669241579
record_388,f,nomatch,nomatch,match,match,nomatch,match,match,nomatch,match,match,match,match,nomatch,nomatch,missing,nomatch,match,missing,match,0.8062523208328978
record_388,g,matcha,,match,nomatch,,,match,matcha,nomatch,matcha,,nomatch,matcha,nomatch,matcha,match,nomatch,,nomatch,0.5580486334245592
record_388,h,nomatch,nomatch,nomatch,missing,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,missing,missing,missing,match,missing,,0.5912393144985404
record_389,a,match,match,match,match,nomatch,,match,match,match,match,match,missing,match,match,nomatch,nomatch,,,match,0.5932104914303806
record_389,b,match,missing,match,,match,missing,match,match,nomatch,match,match,match,match,match,match,missing,match,missing,match,0.5562732453205125
record_389,c,match,match,match,match,match,match,match,missing,match,match,match,match,match,match,match,,match,match,nomatch,0.677254680724229
record_389,d,nomatch,match,match,match,match,match,nomatch,match,match,match,match,match,match,match,match,nomatch,match,match,match,0.4790397228894663
record_389,e,match,match,nomatch,nomatch,match,match,match,match,match,match,match,match,match,match,match,,match,match,nomatch,0.5974160806932963
record_389,f,nomatch,match,match,match,nomatch,match,nomatch,missing,match,nomatch,match,match,nomatch,nomatch,match,missing,nomatch,match,nomatch,0.6869527862546025
record_389,g,nomatch,nomatch,matcha,,match,matcha,matcha,nomatch,,nomatch,nomatch,nomatch,,,match,nomatch,match,match,,0.7163079692856249
record_389,h,nomatch,match,missing,nomatch,match,match,nomatch,match,match,nomatch,nomatch,nomatch,missing,match,nomatch,nomatch,match,match,nomatch,0.4857202279656175
record_39,a,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,missing,nomatch,,match,0.7352003834425792
record_39,b,match,match,match,match,match,match,missing,match,missing,match,missing,match,match,match,match,match,,missing,match,0.7992277598009496
record_39,c,match,match,match,missing,match,missing,nomatch,match,nomatch,nomatch,match,match,match,match,match,match,,match,match,0.7323742168058671
record_39,d,match,match,nomatch,nomatch,match,match,nomatch,match,nomatch,nomatch,match,match,match,match,nomatch,missing,match,match,nomatch,0.5658192482590483
record_39,e,match,match,match,match,match,missing,nomatch,nomatch,nomatch,match,match,nomatch,match,match,nomatch,nomatch,match,nomatch,nomatch,0.5366113915252727
record_39,f,nomatch,match,nomatch,missing,match,missing,nomatch,nomatch,match,match,match,nomatch,match,match,match,match,missing,match,nomatch,0.6974852253835694
record_39,g,,,,matcha,matcha,,,nomatch,matcha,nomatch,matcha,nomatch,matcha,matcha,,match,matcha,matcha,,0.5286330946979901
record_39,h,nomatch,nomatch,nomatch,match,missing,nomatch,missing,nomatch,nomatch,missing,missing,missing,missing,missing,nomatch,missing,nomatch,missing,nomatch,0.6290025218222295
record_390,a,match,match,match,,nomatch,match,match,match,match,match,match,match,,match,nomatch,nomatch,nomatch,nomatch,match,0.49832066139855213
record_390,b,missing,match,match,match,match,missing,match,missing,nomatch,match,match,match,missing,match,missing,match,match,match,match,0.6779827694858627
record_390,c,match,nomatch,match,nomatch,match,match,match,match,match,nomatch,match,match,match,match,match,match,match,match,nomatch,0.6654829580814057
record_390,d,match,nomatch,match,match,match,match,nomatch,match,nomatch,match,missing,match,nomatch,match,match,nomatch,match,match,nomatch,0.7591801098441244
record_390,e,nomatch,match,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,match,nomatch,match,match,0.7727177428722902
record_390,f,match,match,match,match,match,nomatch,match,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,match,nomatch,match,match,0.685573558622496
record_390,g,matcha,,,matcha,nomatch,,matcha,nomatch,,,,,matcha,,matcha,nomatch,match,matcha,matcha,0.6937667022268251
record_390,h,missing,match,match,missing,match,match,missing,nomatch,nomatch,match,missing,missing,match,nomatch,match,nomatch,missing,match,match,0.5383686006145526
record_391,a,match,match,match,missing,match,match,match,match,,missing,nomatch,match,,match,match,nomatch,nomatch,nomatch,match,0.43291456546628115
record_391,b,match,match,match,match,match,match,match,,nomatch,missing,match,match,match,match,match,match,missing,match,match,0.4301204749387536
record_391,c,match,match,match,missing,match,match,match,missing,match,match,match,match,match,missing,match,match,,match,nomatch,0.5865873334725757
record_391,d,match,match,match,match,match,nomatch,missing,nomatch,missing,match,nomatch,match,match,match,nomatch,match,match,match,match,0.5008602304112622
record_391,e,match,nomatch,nomatch,missing,nomatch,match,match,missing,match,match,match,match,match,missing,match,nomatch,match,match,match,0.4278487882675871
record_391,f,nomatch,match,nomatch,missing,nomatch,match,match,missing,match,nomatch,match,match,nomatch,missing,match,nomatch,missing,nomatch,nomatch,0.5298078777974495
record_391,g,nomatch,nomatch,,nomatch,,nomatch,matcha,matcha,match,nomatch,matcha,,nomatch,,,matcha,match,matcha,nomatch,0.6068041253378361
record_391,h,nomatch,missing,match,missing,missing,nomatch,nomatch,match,match,missing,match,match,match,nomatch,match,match,match,nomatch,match,0.4689442566767176
record_392,a,nomatch,match,match,nomatch,match,match,match,,match,missing,match,,match,match,,,nomatch,nomatch,match,0.6022110527372212
record_392,b,match,match,match,match,match,match,missing,match,nomatch,missing,missing,match,match,missing,match,match,match,match,nomatch,0.663091708185368
record_392,c,match,match,match,match,match,,match,match,match,match,match,match,match,match,nomatch,match,match,,nomatch,0.4668335321738357
record_392,d,match,match,nomatch,match,nomatch,match,match,match,match,match,nomatch,nomatch,nomatch,nomatch,match,missing,match,match,match,0.673188800302497
record_392,e,nomatch,nomatch,match,nomatch,nomatch,,match,match,match,match,nomatch,nomatch,match,match,match,match,nomatch,,nomatch,0.5666974151596597
record_392,f,nomatch,match,nomatch,nomatch,match,,match,match,match,match,match,match,match,nomatch,nomatch,match,match,,nomatch,0.7889746181659626
record_392,g,matcha,nomatch,nomatch,match,nomatch,matcha,nomatch,match,nomatch,matcha,matcha,matcha,,nomatch,match,nomatch,match,match,matcha,0.6001421132265644
record_392,h,match,nomatch,nomatch,match,nomatch,missing,missing,missing,match,missing,nomatch,,nomatch,match,missing,,match,match,missing,0.6731617001514102
record_393,a,match,match,match,match,match,match,missing,match,match,match,match,match,match,match,match,missing,nomatch,match,nomatch,0.4649074897093022
record_393,b,match,missing,match,match,nomatch,match,match,match,nomatch,match,match,missing,match,missing,match,match,match,missing,match,0.4992498807596058
record_393,c,missing,match,match,match,match,match,match,match,match,match,match,match,nomatch,match,match,nomatch,match,match,match,0.5049202527210062
record_393,d,nomatch,nomatch,match,match,match,match,match,nomatch,match,nomatch,match,nomatch,nomatch,match,match,match,match,match,nomatch,0.5452419827271162
record_393,e,missing,match,match,match,match,match,match,nomatch,match,match,nomatch,match,nomatch,match,match,match,nomatch,match,nomatch,0.6948327754192978
record_393,f,missing,nomatch,nomatch,nomatch,match,nomatch,match,match,nomatch,match,match,match,nomatch,match,match,match,nomatch,match,match,0.6012436219151858
record_393,g,,,nomatch,nomatch,,nomatch,nomatch,,matcha,nomatch,,,matcha,matcha,matcha,match,match,matcha,matcha,0.7486995521280975
record_393,h,nomatch,missing,nomatch,nomatch,missing,nomatch,missing,match,missing,match,match,nomatch,nomatch,match,missing,missing,nomatch,match,missing,0.5648313433729094
record_394,a,match,match,missing,match,match,missing,match,match,match,match,missing,match,nomatch,missing,match,nomatch,nomatch,nomatch,,0.7880815515306252
record_394,b,missing,match,missing,match,match,match,match,match,,missing,match,match,match,match,match,match,,match,missing,0.5726972834771459
record_394,c,nomatch,match,match,nomatch,match,match,match,match,match,match,match,match,nomatch,match,nomatch,match,match,match,match,0.6673138625319409
record_394,d,match,nomatch,nomatch,match,nomatch,match,match,nomatch,match,match,nomatch,match,match,match,match,match,match,match,nomatch,0.5652577633027727
