recordid,datasource,firstinitial,firstname,middlename,lastname,dayofbirth,monthofbirth,yearofbirth,streetname,streetnumber,streettype,city,region,postalcode,unitnumber,address1,taxid,socialinsurancenumber,voterid,gender,trumatch_confidence
record_159,f,missing,nomatch,nomatch,match,match,nomatch,match,match,match,match,match,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,0.579713559
record_159,g,,,matcha,nomatch,match,,nomatch,match,nomatch,matcha,nomatch,matcha,nomatch,,matcha,match,match,matcha,nomatch,0.660071846
record_159,h,missing,nomatch,nomatch,match,,match,,match,match,nomatch,match,nomatch,missing,missing,missing,match,match,missing,missing,0.520858909
record_16,a,match,match,match,match,match,match,match,match,match,match,match,match,missing,match,nomatch,nomatch,missing,missing,missing,0.595567046
record_16,b,match,nomatch,match,match,missing,match,match,match,nomatch,missing,nomatch,match,match,match,,match,match,match,missing,0.692811901
record_16,c,nomatch,match,nomatch,match,match,match,match,match,match,match,match,match,nomatch,match,match,match,missing,match,match,0.690323657
record_16,d,nomatch,nomatch,nomatch,match,match,nomatch,match,nomatch,nomatch,match,nomatch,match,nomatch,match,nomatch,,match,match,match,0.591977682
record_16,e,match,nomatch,nomatch,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,match,match,match,match,match,nomatch,nomatch,0.665236756
record_16,f,nomatch,match,match,match,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,match,match,match,match,missing,nomatch,match,0.617879261
record_16,g,,nomatch,matcha,,,,,,nomatch,matcha,matcha,,nomatch,matcha,nomatch,matcha,match,matcha,match,0.80059609
record_16,h,nomatch,nomatch,nomatch,missing,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,missing,nomatch,nomatch,match,missing,missing,nomatch,missing,0.398811639
record_160,a,match,,match,match,nomatch,nomatch,match,match,match,match,match,match,match,match,match,nomatch,nomatch,match,match,0.51634851
record_160,b,match,match,match,match,match,,match,match,match,match,nomatch,match,match,match,match,match,match,match,match,0.711387578
record_160,c,match,match,match,nomatch,match,match,match,match,nomatch,match,nomatch,match,match,match,match,match,match,missing,nomatch,0.657538666
record_160,d,match,nomatch,match,match,nomatch,match,match,missing,match,nomatch,missing,nomatch,match,match,match,missing,match,match,nomatch,0.713024159
record_160,e,nomatch,match,match,match,match,nomatch,match,match,nomatch,nomatch,match,nomatch,match,match,nomatch,nomatch,match,missing,nomatch,0.546696212
record_160,f,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,nomatch,match,nomatch,match,match,nomatch,missing,match,0.493824752
record_160,g,,nomatch,,nomatch,matcha,matcha,,matcha,nomatch,nomatch,,nomatch,,matcha,,match,match,nomatch,matcha,0.689937795
record_160,h,nomatch,match,match,nomatch,nomatch,missing,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,missing,nomatch,0.549614147
record_161,a,match,match,match,match,match,match,missing,,match,match,nomatch,missing,match,match,match,nomatch,,missing,match,0.713998431
record_161,b,missing,match,match,missing,match,match,match,match,nomatch,missing,nomatch,match,match,match,match,match,nomatch,match,match,0.506641888
record_161,c,match,nomatch,match,match,match,match,match,match,match,missing,missing,match,match,match,match,missing,match,match,match,0.580648845
record_161,d,match,match,match,match,match,match,match,match,match,nomatch,nomatch,,nomatch,match,match,match,match,match,nomatch,0.645637277
record_161,e,nomatch,match,match,match,match,nomatch,match,match,match,missing,match,match,nomatch,nomatch,nomatch,missing,match,nomatch,nomatch,0.662957705
record_161,f,nomatch,match,match,nomatch,nomatch,match,match,match,match,missing,missing,match,match,nomatch,match,missing,nomatch,nomatch,match,0.690279842
record_161,g,,,,matcha,,,match,match,nomatch,nomatch,nomatch,match,nomatch,,,match,match,match,,0.701852369
record_161,h,missing,nomatch,missing,match,match,nomatch,nomatch,match,nomatch,nomatch,match,nomatch,missing,match,nomatch,match,match,missing,match,0.700081929
record_162,a,match,match,match,match,match,match,match,nomatch,match,match,missing,match,match,nomatch,match,,nomatch,nomatch,match,0.722216425
record_162,b,match,match,match,match,match,match,nomatch,,nomatch,match,missing,nomatch,match,nomatch,match,match,match,missing,missing,0.678573675
record_162,c,match,match,match,match,missing,match,match,nomatch,nomatch,match,match,match,match,match,missing,match,,match,missing,0.364478663
record_162,d,match,match,match,match,match,nomatch,nomatch,match,nomatch,match,match,match,match,nomatch,nomatch,missing,match,match,nomatch,0.714569408
record_162,e,match,nomatch,match,nomatch,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,match,match,,match,missing,0.773859252
record_162,f,nomatch,nomatch,nomatch,nomatch,missing,nomatch,nomatch,nomatch,match,match,match,nomatch,nomatch,nomatch,missing,match,missing,match,missing,0.650470993
record_162,g,,,,,,matcha,matcha,match,nomatch,,matcha,nomatch,matcha,nomatch,nomatch,nomatch,match,matcha,nomatch,0.669333907
record_162,h,nomatch,match,missing,match,nomatch,missing,nomatch,nomatch,match,nomatch,missing,nomatch,missing,nomatch,missing,,nomatch,match,missing,0.6880078
record_163,a,match,match,match,missing,missing,match,match,match,match,match,match,match,match,match,match,nomatch,,nomatch,match,0.768945996
record_163,b,match,match,missing,match,match,missing,match,match,nomatch,match,match,match,missing,match,,match,missing,missing,match,0.583945855
record_163,c,match,nomatch,match,match,match,match,match,match,missing,match,nomatch,nomatch,match,match,match,match,match,match,nomatch,0.53354842
record_163,d,match,match,match,match,match,match,match,match,match,match,nomatch,missing,match,nomatch,nomatch,match,match,match,,0.715324658
record_163,e,nomatch,nomatch,match,match,nomatch,match,match,nomatch,missing,match,nomatch,match,match,match,nomatch,match,nomatch,match,nomatch,0.504661005
record_163,f,match,match,nomatch,nomatch,match,match,nomatch,match,missing,match,nomatch,match,match,match,nomatch,nomatch,match,match,match,0.616792625
record_163,g,matcha,,nomatch,match,match,matcha,nomatch,nomatch,,,matcha,,matcha,,,match,match,match,matcha,0.613454739
record_163,h,nomatch,nomatch,nomatch,missing,nomatch,match,nomatch,missing,nomatch,match,nomatch,nomatch,match,nomatch,match,match,match,match,nomatch,0.508820202
record_164,a,match,match,match,nomatch,match,,match,match,nomatch,match,match,,match,nomatch,match,nomatch,nomatch,match,match,0.460016525
record_164,b,match,match,match,match,match,match,match,match,nomatch,missing,match,match,match,match,nomatch,missing,match,match,match,0.521581437
record_164,c,missing,match,missing,match,match,match,match,match,match,missing,nomatch,match,match,match,match,match,match,match,match,0.641360504
record_164,d,match,match,nomatch,match,match,match,match,match,nomatch,match,match,match,match,match,match,nomatch,match,match,nomatch,0.615497792
record_164,e,match,match,match,nomatch,match,nomatch,nomatch,match,match,missing,nomatch,match,nomatch,nomatch,match,nomatch,match,nomatch,match,0.372356265
record_164,f,missing,nomatch,missing,nomatch,match,nomatch,match,match,nomatch,missing,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,0.6377942
record_164,g,,matcha,,match,,match,nomatch,matcha,nomatch,nomatch,nomatch,matcha,,matcha,,match,match,matcha,nomatch,0.541258648
record_164,h,match,nomatch,missing,match,missing,match,match,match,nomatch,nomatch,nomatch,missing,nomatch,match,missing,missing,match,match,missing,0.446458219
record_165,a,match,match,match,nomatch,match,match,match,match,match,match,nomatch,match,missing,missing,match,missing,nomatch,nomatch,match,0.640642526
record_165,b,match,match,match,,match,,match,match,match,match,match,match,missing,match,match,match,missing,missing,match,0.618900418
record_165,c,match,nomatch,match,match,match,match,match,nomatch,missing,match,match,match,match,match,match,match,,match,nomatch,0.464583136
record_165,d,nomatch,match,match,match,match,nomatch,match,match,nomatch,match,match,match,match,match,match,nomatch,match,nomatch,match,0.646225728
record_165,e,match,match,nomatch,match,match,nomatch,match,match,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,,match,nomatch,0.491908476
record_165,f,match,match,nomatch,match,nomatch,nomatch,match,match,missing,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,,nomatch,nomatch,0.394219324
record_165,g,,matcha,,matcha,matcha,,,nomatch,nomatch,nomatch,match,matcha,match,nomatch,matcha,match,matcha,match,,0.533357261
record_165,h,nomatch,match,nomatch,nomatch,nomatch,nomatch,missing,nomatch,nomatch,missing,match,match,missing,nomatch,nomatch,nomatch,match,nomatch,nomatch,0.515469932
record_166,a,nomatch,match,match,match,match,match,match,match,match,match,missing,,nomatch,match,,nomatch,nomatch,nomatch,,0.657565527
record_166,b,missing,nomatch,match,match,match,match,match,match,nomatch,match,match,match,missing,,match,match,match,nomatch,match,0.637386204
record_166,c,missing,match,nomatch,match,,match,match,match,nomatch,match,match,match,missing,match,match,match,match,match,match,0.741907229
record_166,d,match,match,match,nomatch,nomatch,match,match,match,match,match,match,match,match,match,nomatch,match,match,match,match,0.781602561
record_166,e,missing,match,match,nomatch,match,nomatch,match,match,match,match,match,match,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,0.559168725
record_166,f,missing,match,nomatch,match,,nomatch,match,nomatch,match,nomatch,nomatch,match,missing,nomatch,nomatch,match,match,match,nomatch,0.625425111
record_166,g,match,matcha,nomatch,nomatch,,nomatch,,,matcha,nomatch,matcha,match,match,nomatch,match,matcha,matcha,nomatch,matcha,0.422929211
record_166,h,match,nomatch,nomatch,missing,missing,match,nomatch,nomatch,nomatch,match,missing,match,missing,nomatch,missing,missing,match,match,,0.715078789
record_167,a,match,match,match,match,match,match,match,missing,match,match,match,match,missing,match,match,nomatch,nomatch,nomatch,match,0.591177364
record_167,b,match,match,match,match,missing,match,match,missing,nomatch,match,missing,match,match,match,match,match,match,match,match,0.732263345
record_167,c,match,match,nomatch,match,match,match,match,match,match,match,match,match,match,match,missing,match,match,match,match,0.650977255
record_167,d,match,match,match,match,nomatch,missing,nomatch,nomatch,nomatch,nomatch,match,match,match,match,nomatch,match,match,missing,match,0.56237547
record_167,e,match,match,match,nomatch,nomatch,match,match,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,missing,match,nomatch,match,nomatch,0.545850847
record_167,f,match,nomatch,match,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,match,nomatch,match,missing,nomatch,match,nomatch,nomatch,0.573205293
record_167,g,nomatch,,nomatch,,matcha,matcha,matcha,match,nomatch,nomatch,,,match,matcha,,nomatch,matcha,nomatch,,0.621178965
record_167,h,nomatch,match,match,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,missing,missing,missing,nomatch,nomatch,missing,match,missing,0.55517615
record_168,a,match,match,match,match,match,match,match,match,match,nomatch,match,match,match,match,match,nomatch,match,nomatch,match,0.646128475
record_168,b,match,match,missing,nomatch,match,match,match,missing,nomatch,match,missing,match,match,match,missing,missing,match,match,match,0.697502784
record_168,c,match,match,nomatch,match,match,match,match,match,match,match,nomatch,missing,match,match,match,match,match,nomatch,nomatch,0.682340746
record_168,d,match,match,nomatch,match,match,nomatch,match,match,match,nomatch,match,,match,match,nomatch,nomatch,match,match,match,0.657172595
record_168,e,nomatch,match,nomatch,match,nomatch,match,nomatch,nomatch,match,match,nomatch,match,match,match,nomatch,match,nomatch,match,nomatch,0.659478994
record_168,f,nomatch,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,match,missing,match,nomatch,nomatch,match,nomatch,nomatch,nomatch,0.47230288
record_168,g,matcha,matcha,matcha,,,,,matcha,,matcha,,nomatch,nomatch,nomatch,,matcha,,nomatch,,0.691498974
record_168,h,missing,nomatch,missing,match,nomatch,match,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,missing,match,nomatch,nomatch,match,nomatch,0.58710616
record_169,a,match,missing,match,match,match,match,match,missing,match,nomatch,match,match,match,match,match,nomatch,,nomatch,match,0.517122799
record_169,b,nomatch,missing,match,match,match,missing,nomatch,missing,nomatch,match,missing,match,match,match,match,,match,missing,missing,0.615805555
record_169,c,match,match,match,missing,match,match,match,match,match,match,match,match,nomatch,missing,nomatch,match,match,match,match,0.528386166
record_169,d,match,nomatch,missing,missing,nomatch,match,match,match,match,match,nomatch,match,match,match,match,nomatch,match,match,nomatch,0.456336263
record_169,e,match,match,nomatch,match,match,nomatch,nomatch,match,nomatch,match,match,match,match,match,nomatch,nomatch,nomatch,match,nomatch,0.546438239
record_169,f,match,nomatch,nomatch,missing,nomatch,match,match,match,match,nomatch,nomatch,nomatch,nomatch,missing,nomatch,nomatch,match,nomatch,match,0.65678718
record_169,g,,matcha,,nomatch,matcha,,matcha,match,,match,matcha,matcha,matcha,nomatch,,matcha,nomatch,match,matcha,0.689248164
record_169,h,nomatch,missing,missing,nomatch,missing,nomatch,nomatch,nomatch,match,missing,missing,nomatch,match,match,missing,match,missing,match,nomatch,0.57929214
record_17,a,missing,match,match,match,match,match,,nomatch,match,match,match,nomatch,match,match,match,nomatch,match,nomatch,match,0.515168436
record_17,b,missing,match,match,match,match,match,nomatch,nomatch,nomatch,match,match,match,match,match,match,missing,match,match,missing,0.509207252
record_17,c,match,match,nomatch,match,match,match,match,match,match,match,match,match,match,nomatch,missing,match,missing,match,nomatch,0.518612753
record_17,d,nomatch,match,match,match,match,match,match,nomatch,nomatch,match,match,match,match,match,match,match,nomatch,match,match,0.561249737
record_17,e,nomatch,match,nomatch,nomatch,match,match,nomatch,match,match,nomatch,match,match,nomatch,nomatch,missing,match,missing,match,nomatch,0.427820229
record_17,f,nomatch,nomatch,nomatch,match,match,nomatch,match,match,nomatch,nomatch,nomatch,match,match,nomatch,missing,nomatch,missing,match,match,0.573286097
record_17,g,nomatch,,matcha,,,nomatch,match,nomatch,matcha,,,matcha,nomatch,,,match,nomatch,matcha,nomatch,0.614659049
record_17,h,missing,match,match,missing,nomatch,nomatch,,nomatch,nomatch,nomatch,match,missing,nomatch,nomatch,nomatch,match,nomatch,match,nomatch,0.755397539
record_170,a,match,match,nomatch,match,missing,match,match,match,match,match,match,match,match,match,match,nomatch,match,match,,0.557133408
record_170,b,match,match,match,match,match,match,match,match,,match,match,match,missing,missing,missing,match,nomatch,match,match,0.630801592
record_170,c,match,match,match,match,,match,match,nomatch,missing,match,missing,nomatch,nomatch,match,match,match,match,match,match,0.487619189
record_170,d,match,match,match,match,nomatch,nomatch,nomatch,nomatch,match,match,match,match,match,match,nomatch,match,match,nomatch,nomatch,0.479103568
record_170,e,match,nomatch,match,match,,match,match,nomatch,missing,match,missing,match,match,match,nomatch,match,match,nomatch,nomatch,0.686776515
record_170,f,match,nomatch,nomatch,nomatch,missing,match,nomatch,match,missing,nomatch,missing,nomatch,match,match,match,match,nomatch,match,match,0.498885374
record_170,g,matcha,,nomatch,matcha,match,nomatch,,matcha,matcha,,,nomatch,,matcha,,matcha,,,match,0.519414515
record_170,h,nomatch,nomatch,nomatch,nomatch,missing,nomatch,missing,missing,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,missing,missing,match,0.470442565
record_171,a,match,match,missing,match,match,match,nomatch,,missing,match,nomatch,,match,match,nomatch,nomatch,nomatch,nomatch,match,0.603467353
record_171,b,match,match,nomatch,match,match,missing,match,match,nomatch,missing,missing,match,match,match,match,nomatch,match,missing,nomatch,0.567929313
record_171,c,nomatch,match,match,match,match,match,match,match,match,missing,match,match,nomatch,nomatch,match,missing,,match,missing,0.584862137
record_171,d,match,match,match,match,match,nomatch,nomatch,missing,match,match,nomatch,match,nomatch,match,missing,match,match,nomatch,match,0.70273509
record_171,e,match,match,nomatch,match,match,match,match,match,match,missing,match,match,nomatch,nomatch,match,missing,match,nomatch,match,0.568190564
record_171,f,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,missing,match,nomatch,nomatch,nomatch,nomatch,missing,,match,missing,0.755714925
record_171,g,,nomatch,match,matcha,,nomatch,match,match,nomatch,,match,matcha,,matcha,nomatch,matcha,matcha,matcha,,0.384259256
record_171,h,nomatch,nomatch,nomatch,nomatch,missing,match,match,match,nomatch,nomatch,match,match,nomatch,nomatch,missing,nomatch,match,missing,nomatch,0.643238062
record_172,a,match,,match,,match,nomatch,match,,match,match,nomatch,match,match,match,nomatch,nomatch,nomatch,nomatch,match,0.521179379
record_172,b,missing,match,match,match,match,match,match,match,nomatch,match,missing,nomatch,missing,match,nomatch,match,match,match,match,0.5761484
record_172,c,match,nomatch,match,match,match,match,match,match,nomatch,match,match,match,match,match,nomatch,match,match,match,match,0.748467418
record_172,d,match,match,nomatch,match,match,match,match,nomatch,nomatch,nomatch,nomatch,match,match,match,match,match,match,match,missing,0.745790446
record_172,e,nomatch,nomatch,nomatch,match,match,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,match,nomatch,match,nomatch,0.659882066
record_172,f,nomatch,match,nomatch,match,match,nomatch,nomatch,match,match,match,nomatch,nomatch,match,nomatch,match,nomatch,nomatch,nomatch,match,0.687646338
record_172,g,nomatch,matcha,nomatch,nomatch,nomatch,match,,match,matcha,,match,matcha,,,matcha,match,matcha,matcha,nomatch,0.470640496
record_172,h,nomatch,match,match,match,missing,nomatch,nomatch,match,missing,nomatch,nomatch,missing,match,match,missing,match,nomatch,missing,missing,0.606915179
record_173,a,match,match,match,match,match,match,match,match,match,,match,nomatch,match,match,match,match,nomatch,nomatch,nomatch,0.519876308
record_173,b,missing,match,match,match,match,match,match,missing,missing,match,match,missing,nomatch,missing,nomatch,match,match,nomatch,match,0.656241262
record_173,c,missing,match,match,match,match,match,match,missing,match,nomatch,match,match,match,nomatch,nomatch,match,match,nomatch,match,0.673175129
record_173,d,match,nomatch,match,match,match,match,match,nomatch,match,match,nomatch,match,nomatch,match,match,match,match,match,match,0.569126591
record_173,e,match,match,nomatch,nomatch,match,nomatch,match,match,match,nomatch,match,nomatch,match,match,nomatch,match,nomatch,match,match,0.549502128
record_173,f,missing,nomatch,match,match,nomatch,match,nomatch,missing,match,match,match,match,nomatch,nomatch,match,nomatch,match,nomatch,match,0.522981687
record_173,g,matcha,nomatch,,,,,,matcha,,match,matcha,match,nomatch,,matcha,,nomatch,match,match,0.341155811
record_173,h,match,match,nomatch,match,nomatch,match,missing,missing,match,match,missing,match,match,nomatch,nomatch,nomatch,match,match,missing,0.794073562
record_174,a,match,match,match,match,match,match,nomatch,match,match,match,nomatch,match,match,match,,nomatch,nomatch,nomatch,,0.677798896
record_174,b,match,match,missing,match,nomatch,match,match,match,nomatch,match,nomatch,match,match,match,match,match,missing,match,match,0.712254867
record_174,c,match,nomatch,match,match,match,match,match,nomatch,match,nomatch,match,nomatch,match,match,nomatch,match,,match,nomatch,0.581759126
record_174,d,match,match,match,match,match,nomatch,match,nomatch,match,match,nomatch,match,match,match,nomatch,match,match,nomatch,nomatch,0.537903594
record_174,e,nomatch,match,nomatch,match,match,nomatch,nomatch,nomatch,match,match,match,match,nomatch,match,nomatch,match,match,match,nomatch,0.495084109
record_174,f,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,match,nomatch,nomatch,nomatch,match,match,nomatch,match,match,,match,match,0.608697522
record_174,g,nomatch,nomatch,nomatch,,nomatch,,nomatch,,matcha,nomatch,nomatch,,nomatch,matcha,matcha,match,matcha,match,match,0.506158906
record_174,h,missing,missing,missing,match,nomatch,nomatch,nomatch,missing,nomatch,match,match,missing,nomatch,nomatch,missing,nomatch,missing,match,match,0.702117334
record_175,a,match,match,match,match,missing,match,match,match,match,nomatch,match,match,match,match,match,nomatch,nomatch,nomatch,match,0.64435778
record_175,b,missing,match,nomatch,match,match,match,match,match,nomatch,match,match,,match,missing,match,missing,match,match,match,0.537588709
record_175,c,match,missing,match,match,match,match,match,match,match,nomatch,nomatch,match,match,match,nomatch,match,match,match,nomatch,0.4452314
record_175,d,nomatch,match,match,match,match,match,nomatch,match,nomatch,match,match,nomatch,nomatch,match,match,match,match,match,nomatch,0.552471086
record_175,e,nomatch,match,nomatch,match,nomatch,match,match,match,match,nomatch,match,match,match,match,match,nomatch,nomatch,nomatch,nomatch,0.603989769
record_175,f,match,missing,nomatch,match,match,match,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,match,match,nomatch,nomatch,match,match,0.556438704
record_175,g,,matcha,,,nomatch,matcha,,matcha,,match,,,matcha,,,nomatch,match,matcha,,0.838987553
record_175,h,missing,missing,match,match,nomatch,match,missing,match,nomatch,match,nomatch,nomatch,nomatch,nomatch,nomatch,missing,missing,missing,nomatch,0.480641421
record_176,a,match,match,match,,match,match,match,match,nomatch,missing,match,,match,match,match,nomatch,nomatch,nomatch,match,0.718977429
record_176,b,missing,match,missing,match,match,match,match,missing,nomatch,match,match,match,match,match,match,nomatch,missing,match,match,0.552889133
record_176,c,match,missing,match,match,match,match,match,match,nomatch,match,match,match,missing,match,match,match,match,match,nomatch,0.722952011
record_176,d,match,match,match,match,match,match,nomatch,match,match,nomatch,nomatch,match,match,nomatch,nomatch,match,match,match,match,0.594404466
record_176,e,match,missing,nomatch,match,match,match,match,match,match,nomatch,match,match,missing,nomatch,nomatch,nomatch,match,nomatch,match,0.558918892
record_176,f,nomatch,missing,match,match,nomatch,nomatch,nomatch,match,match,nomatch,match,match,missing,nomatch,nomatch,match,nomatch,nomatch,nomatch,0.533452253
record_176,g,matcha,matcha,,match,,nomatch,matcha,nomatch,match,match,nomatch,match,matcha,,,nomatch,match,nomatch,matcha,0.563535337
record_176,h,match,nomatch,nomatch,missing,match,nomatch,nomatch,match,nomatch,nomatch,missing,match,nomatch,nomatch,nomatch,match,missing,nomatch,missing,0.494394015
record_177,a,match,match,match,match,match,match,match,match,match,match,nomatch,match,match,nomatch,match,nomatch,nomatch,nomatch,match,0.549176856
record_177,b,match,match,nomatch,match,match,match,match,match,missing,missing,match,match,match,match,nomatch,match,match,missing,match,0.55618474
record_177,c,match,match,nomatch,match,match,match,match,match,match,nomatch,match,match,match,match,match,match,match,match,nomatch,0.758307378
record_177,d,match,match,match,,match,match,,nomatch,match,match,nomatch,match,match,match,match,nomatch,match,match,match,0.548144442
record_177,e,nomatch,nomatch,nomatch,match,match,match,match,match,match,match,match,match,match,match,match,nomatch,match,match,match,0.628720145
record_177,f,nomatch,match,match,match,nomatch,match,nomatch,nomatch,match,match,match,match,match,nomatch,match,match,nomatch,match,match,0.512607551
record_177,g,,matcha,,nomatch,,nomatch,,nomatch,matcha,,matcha,nomatch,,nomatch,matcha,match,nomatch,match,nomatch,0.851599795
record_177,h,missing,match,nomatch,match,nomatch,match,match,nomatch,nomatch,missing,nomatch,match,nomatch,missing,match,nomatch,match,nomatch,nomatch,0.604906219
record_178,a,match,match,,match,match,match,missing,match,match,match,match,match,match,match,match,missing,nomatch,missing,match,0.58599082
record_178,b,match,match,match,match,missing,match,match,match,nomatch,match,match,match,match,match,nomatch,missing,match,missing,match,0.491119085
record_178,c,match,match,match,missing,match,match,match,match,match,nomatch,match,nomatch,nomatch,match,match,match,match,match,match,0.602648891
record_178,d,match,match,match,match,nomatch,match,match,nomatch,match,,match,match,missing,match,match,match,match,nomatch,missing,0.578050618
record_178,e,nomatch,match,match,missing,nomatch,match,match,nomatch,nomatch,match,match,match,match,nomatch,nomatch,match,match,match,match,0.693488166
record_178,f,match,nomatch,nomatch,missing,nomatch,nomatch,match,match,match,nomatch,match,match,nomatch,nomatch,match,match,nomatch,match,match,0.515325274
record_178,g,,,nomatch,,,nomatch,nomatch,,,nomatch,nomatch,,,matcha,,match,match,matcha,matcha,0.683120434
record_178,h,match,match,match,nomatch,missing,nomatch,missing,missing,nomatch,nomatch,nomatch,nomatch,missing,nomatch,match,nomatch,nomatch,nomatch,missing,0.709743606
record_179,a,match,match,match,match,match,,match,match,match,match,match,match,match,,missing,nomatch,nomatch,nomatch,match,0.738412212
record_179,b,match,missing,match,match,missing,match,missing,match,nomatch,missing,nomatch,match,match,match,match,missing,missing,match,missing,0.520327201
record_179,c,nomatch,missing,match,match,match,match,,missing,match,match,match,nomatch,match,match,match,match,match,,missing,0.722935188
record_179,d,nomatch,match,nomatch,match,match,nomatch,match,match,match,match,match,match,nomatch,nomatch,nomatch,,match,match,match,0.620320471
record_179,e,match,missing,nomatch,nomatch,nomatch,match,,missing,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,match,nomatch,match,,match,0.506155535
record_179,f,nomatch,missing,match,nomatch,match,nomatch,,missing,match,match,match,nomatch,match,nomatch,match,match,nomatch,,missing,0.779314845
record_179,g,,,nomatch,nomatch,matcha,match,matcha,matcha,,,matcha,matcha,nomatch,nomatch,match,match,nomatch,nomatch,,0.623357378
record_179,h,match,match,missing,match,missing,missing,nomatch,match,match,missing,match,nomatch,nomatch,missing,missing,missing,nomatch,missing,missing,0.632848043
record_18,a,match,nomatch,match,match,nomatch,match,match,match,match,match,,match,match,match,nomatch,match,,nomatch,match,0.727058171
record_18,b,match,nomatch,missing,match,match,match,match,match,nomatch,match,match,match,match,match,match,,match,match,missing,0.572082681
record_18,c,match,match,match,nomatch,match,match,match,match,match,match,match,match,missing,match,match,match,match,match,match,0.614138811
record_18,d,nomatch,nomatch,missing,match,match,nomatch,,missing,match,nomatch,match,nomatch,nomatch,match,match,match,match,match,match,0.682689023
record_18,e,match,match,match,match,nomatch,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,missing,nomatch,match,match,nomatch,nomatch,nomatch,0.598276717
record_18,f,match,nomatch,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,nomatch,missing,match,match,nomatch,match,match,match,0.703217416
record_18,g,matcha,nomatch,,nomatch,match,nomatch,matcha,,matcha,nomatch,match,,matcha,,match,,matcha,matcha,matcha,0.533283471
record_18,h,missing,match,nomatch,match,missing,nomatch,nomatch,match,match,missing,missing,nomatch,nomatch,match,nomatch,match,missing,match,missing,0.63542008
record_180,a,match,match,match,match,match,match,match,,match,,match,match,match,nomatch,match,missing,nomatch,nomatch,match,0.606974634
record_180,b,match,match,match,missing,match,nomatch,match,match,,match,missing,match,match,match,missing,match,match,match,match,0.588073471
record_180,c,match,nomatch,match,match,match,match,match,match,match,missing,match,nomatch,nomatch,nomatch,match,match,match,match,match,0.670935032
record_180,d,match,match,match,match,match,match,match,match,missing,nomatch,match,match,match,match,match,nomatch,match,match,match,0.563343018
record_180,e,nomatch,nomatch,nomatch,nomatch,match,match,match,nomatch,match,match,nomatch,nomatch,match,match,match,match,nomatch,nomatch,match,0.564856433
record_180,f,match,match,nomatch,match,match,match,nomatch,match,nomatch,missing,match,nomatch,match,nomatch,match,match,match,nomatch,nomatch,0.528935987
record_180,g,,matcha,matcha,,,,matcha,match,,nomatch,,,,nomatch,nomatch,match,match,match,,0.666770331
record_180,h,nomatch,nomatch,match,missing,match,nomatch,match,match,match,missing,nomatch,match,nomatch,missing,match,missing,missing,missing,nomatch,0.666153029
record_181,a,match,nomatch,match,match,,match,match,nomatch,match,match,match,match,match,match,match,nomatch,missing,nomatch,match,0.437021894
record_181,b,match,match,match,match,match,nomatch,match,missing,nomatch,match,match,missing,match,match,nomatch,match,missing,match,match,0.680282913
record_181,c,match,nomatch,missing,match,match,match,match,missing,match,missing,match,nomatch,match,nomatch,match,match,match,,match,0.592500205
record_181,d,match,match,match,nomatch,nomatch,match,match,match,match,nomatch,nomatch,nomatch,match,match,nomatch,match,match,match,match,0.651723162
record_181,e,match,match,missing,match,match,nomatch,match,match,nomatch,missing,match,match,nomatch,nomatch,nomatch,nomatch,nomatch,,nomatch,0.622025545
record_181,f,nomatch,match,missing,nomatch,match,nomatch,nomatch,missing,match,missing,match,match,match,nomatch,nomatch,nomatch,nomatch,missing,nomatch,0.554168339
record_181,g,matcha,match,matcha,,matcha,,nomatch,match,nomatch,,,nomatch,,,nomatch,nomatch,nomatch,matcha,matcha,0.586426349
record_181,h,missing,missing,missing,nomatch,,missing,match,missing,match,nomatch,nomatch,match,match,nomatch,missing,nomatch,nomatch,nomatch,missing,0.645711724
